cluster,station_name,state,district,date_of_record,avg_temp,min_temp,max_temp,relative_humidity,wind_speed,air_pressure,rainfall,elevation,latitude,longitude,is_injected,anomaly_category,anomaly_type,affected_feature,anomaly_id,event_start,event_end,severity,original_value,modified_value
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-01,33.9,29.0,39.0,48.93375620426972,8.2,994.8,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-02,33.2,28.9,38.3,53.91341105674628,7.1,996.6,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-03,31.6,22.4,39.9,59.5897731941568,6.9,1000.1,11.9,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-04,32.7,27.6,37.5,53.54751061609889,8.1,1001.3,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-05,31.7,27.3,36.5,57.32933151618225,8.3,1001.8,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-06,32.4,27.0,37.3,54.04438517656167,9.5,1000.0,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-07,33.9,29.0,38.5,49.52977169644206,10.8,998.4,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-08,33.4,27.9,38.1,49.666186073992506,7.2,998.7,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-09,31.7,27.8,35.7,54.77749742217844,14.2,1000.8,0.3,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-10,32.3,29.1,35.6,54.3717365720104,10.2,1000.7,0.5,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-11,31.1,28.0,35.2,57.69382278864136,17.8,1002.4,1.8,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-12,29.7,26.9,37.5,60.17840699944559,20.8,1004.3,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-13,29.0,24.8,34.1,68.49256151207817,13.5,1003.7,21.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-14,28.4,26.0,33.0,65.87615524718004,5.7,1003.1,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-15,29.8,25.8,33.2,62.353394825580125,6.9,1003.6,0.3,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-16,32.2,27.6,36.8,65.46084393026605,8.1,1004.9,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-17,30.7,27.0,34.4,67.71836985372316,6.8,1001.9,2.8,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-18,28.9,25.6,32.9,68.01675221067724,13.9,998.5,5.7,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-19,26.0,25.2,26.8,75.31596434439795,9.9,998.4,45.2,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-20,27.3,24.2,30.2,70.62250342468693,9.7,998.4,0.5,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-21,28.0,24.8,31.6,70.02864489350658,4.7,997.4,3.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-22,27.1,24.6,30.2,71.37349862459497,5.2,997.6,6.7,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-23,30.9,27.7,35.1,62.50524904042422,5.2,998.7,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-24,29.3,26.4,32.2,64.68539650585826,3.6,999.4,0.3,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-25,29.9,27.0,32.8,64.73742625034106,6.0,998.5,1.4,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-26,27.9,26.8,29.4,68.8397108711753,10.1,997.7,11.6,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-27,28.4,26.5,31.2,63.326615211341846,8.8,995.1,5.5,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-28,26.1,25.1,31.2,71.28464214987159,11.7,996.7,17.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-29,28.5,25.8,32.1,70.84121303089965,4.3,997.9,14.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-30,28.9,25.6,34.1,69.01517533564338,6.7,999.2,8.9,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-07-31,30.7,26.2,35.0,64.95302606075096,4.3,999.8,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-01,30.2,27.7,35.0,64.34992693566755,5.6,997.8,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-02,27.4,25.2,30.2,67.2898817655947,6.5,999.1,4.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-03,28.0,25.6,32.0,69.24604829100468,5.4,1000.6,12.4,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-04,27.6,25.6,30.1,64.89679588335598,6.6,1001.5,3.9,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-05,26.9,24.3,30.4,69.43057288256519,4.0,1001.1,12.4,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-06,28.2,25.1,31.7,64.08310139073616,3.6,1000.7,1.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-07,28.7,25.4,32.5,63.66391954006173,4.1,1002.1,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-08,28.2,26.0,30.5,69.27970222738159,5.1,1003.7,3.4,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-09,28.0,25.4,30.8,65.8924159631326,7.2,1003.7,1.6,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-10,28.2,24.5,31.8,65.01793045645758,9.3,1001.4,0.3,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-11,28.7,25.1,32.8,64.71351612494428,8.5,1001.3,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-12,28.5,25.4,32.3,67.53338578725906,8.8,1002.7,0.4,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-13,29.9,25.2,35.4,65.78501691467783,8.3,1001.3,3.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-14,29.1,25.2,35.4,72.51534315833663,9.3,999.1,24.9,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-15,26.259052945588145,26.8,35.6,76.24357602388869,8.9,1000.6,73.52592659065135,347,30.7333,76.8833,True,GENUINE_EVENT,REGIONAL_RAIN_EVENT,rainfall,GE_RAIN_0319,2021-08-15,2021-08-15,high,0.0,73.52592659065135
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-16,28.2,24.2,32.4,66.7123739569912,8.0,1003.9,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-17,28.2,23.7,33.5,67.7592387844894,8.0,1003.7,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-18,28.8,24.2,33.5,65.4982139365181,7.0,1001.9,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-19,29.2,25.7,33.1,65.35510531063771,8.4,1001.5,0.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-20,28.0,26.2,35.8,68.79561064789681,11.4,1004.3,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-21,26.2,25.2,30.6,71.58239300076144,4.5,1006.6,1.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-22,27.7,24.8,31.7,74.09647216742415,6.9,1005.8,21.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-23,29.2,25.0,33.0,68.78813837202289,4.8,1003.0,0.5,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-24,30.6,26.8,34.9,69.65357180947336,5.4,1001.4,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-25,31.1,27.8,35.4,67.79234657982553,7.0,999.0,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-26,28.9,26.5,32.3,71.93424146742123,7.3,997.7,1.3,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-27,28.8,25.6,32.2,72.13355463008983,5.3,1000.0,1.2,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-28,28.9,23.7,35.8,74.18456579109265,4.9,1001.9,15.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-29,28.8,24.5,34.4,73.65992549554565,8.5,1002.8,5.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-30,29.6,24.8,34.8,69.39597861203279,9.8,1006.3,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-08-31,27.5,25.3,30.8,72.42503037300887,6.7,1008.1,0.9,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-01,26.1,23.9,28.2,72.21310982209506,3.6,1007.9,2.4,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-02,29.1,26.3,32.9,69.52100724198333,3.3,1005.4,0.5,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-03,27.9,25.1,32.9,69.71248573429281,3.9,1003.9,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-04,28.5,25.9,33.1,72.49810687210486,4.8,1003.3,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-05,30.5,26.5,35.2,68.05970012839424,4.8,1003.4,1.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-06,31.2,28.0,35.8,67.08271938658444,5.1,1004.8,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-07,28.6,26.3,31.7,68.88424084412226,11.3,1007.0,1.6,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-08,28.5,26.7,30.9,67.66729878601862,9.0,1006.2,0.6,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-09,29.4,24.5,34.4,73.17001567653075,6.5,1004.8,25.9,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-10,28.6,24.8,33.9,74.85941639286683,8.1,1005.1,19.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-11,27.0,26.2,33.0,69.8883354092298,5.8,1005.0,0.8,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-12,25.5,23.6,29.3,77.29824300948292,5.7,1002.9,15.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-13,28.1,24.6,34.5,76.03246949845067,4.1,1002.7,17.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-14,28.6,24.8,34.5,72.60572087477074,5.8,1005.7,4.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-15,30.3,25.1,34.6,67.35637175666837,11.0,1004.6,0.3,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-16,28.6,23.9,34.6,66.64948529488828,10.8,1003.7,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-17,27.3,23.8,34.6,76.3450341702716,8.9,1003.2,46.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-18,29.4,24.7,34.3,66.97451680562754,7.7,1006.0,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-19,28.5,24.9,32.6,67.33704107901406,4.9,1007.5,0.2,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-20,28.0,24.8,31.8,71.74433897281348,6.6,1006.9,2.6,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-21,26.6,24.7,34.4,70.34481303863038,5.4,1006.1,1.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-22,27.2,24.8,30.4,71.71232560785576,7.6,1006.0,5.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-23,23.7,23.4,30.4,79.81309309463578,4.8,1007.9,7.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-24,28.4,22.2,34.0,76.82341551445838,4.7,1008.1,31.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-25,28.9,24.0,34.0,69.89230477052001,6.5,1006.4,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-26,26.5,23.0,29.5,72.37645692476242,4.7,1006.8,0.9,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-27,28.0,23.2,32.7,71.66165586400378,4.6,1007.0,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-28,28.0,24.1,32.4,73.27777124169523,5.4,1008.2,0.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-29,28.0,23.6,32.3,72.24986750152584,5.9,1008.8,0.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-09-30,27.3,24.6,31.2,71.72445569027855,4.5,1010.0,2.9,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-01,28.7,24.6,33.9,68.81922421751344,7.0,1009.2,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-02,27.1,23.5,31.8,69.48992350877033,8.5,1007.7,1.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-03,27.8,23.9,32.6,71.16039165664337,11.0,1005.3,0.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-04,28.6,24.1,33.8,69.83829183387583,7.9,1004.5,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-05,28.5,24.7,34.4,69.37141023016935,6.1,1008.3,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-06,27.1,21.7,32.8,73.65655833188356,9.7,1008.2,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-07,27.1,21.9,32.4,72.31623347313878,10.7,1006.4,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-08,27.5,22.4,32.9,70.62359837261339,9.4,1005.2,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-09,28.0,23.1,34.2,70.6622791004922,11.6,1005.3,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-10,27.0,20.2,34.0,73.08523180311109,7.4,1006.1,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-11,27.1,21.1,33.5,72.64679117944469,6.3,1006.1,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-12,27.1,20.5,34.1,72.67526079629748,6.9,1006.4,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-13,25.5,19.6,31.7,71.57783453622024,8.5,1006.8,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-14,25.9,20.4,32.3,71.43195370890747,10.5,1006.4,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-15,26.1,19.7,33.6,69.73663649958586,5.6,1004.6,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-16,26.9,21.0,34.3,69.06420005162131,6.3,1005.6,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-17,23.7,21.8,27.3,79.43091904553333,5.9,1008.0,14.9,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-18,21.0,19.1,22.2,85.39247128859179,6.1,1006.3,131.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-19,21.8,16.9,27.4,75.91511834290085,10.1,1007.2,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-20,23.3,19.5,28.8,75.44414358017806,10.3,1009.7,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-21,23.3,19.4,29.1,74.83433285470902,11.0,1009.2,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-22,22.8,19.3,28.1,73.2970601223044,7.2,1009.8,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-23,23.2,18.7,27.7,73.8358305997747,11.9,1012.3,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-24,16.7,16.5,31.1,84.39603580562125,8.1,1015.4,4.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-25,20.4,15.4,31.1,78.12506400028623,8.4,1014.5,4.1,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-26,20.6,15.0,28.0,75.71177446708326,7.8,1013.1,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-27,20.0,15.7,25.7,77.18027242571802,9.9,1014.8,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-28,19.4,14.0,25.9,79.29034233539763,5.9,1015.0,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-29,19.8,14.8,26.3,79.97258247282059,5.9,1016.6,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-30,20.5,15.8,26.6,79.95555992313096,12.1,1015.4,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-10-31,20.8,15.3,31.0,79.1306323265753,8.4,1013.2,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-01,19.0,13.9,26.0,82.59486828119523,8.0,1013.5,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-02,20.8,15.1,26.8,81.63185214056982,10.7,1015.2,0.2,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-03,21.5,15.2,30.0,82.33808700540757,7.2,1014.9,0.5,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-04,20.5,13.1,30.0,82.15728952811952,6.2,1013.8,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-05,19.1,13.7,26.1,81.97132965980337,7.5,1013.8,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-06,20.5,16.4,26.8,74.71923578228517,14.3,1011.4,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-07,19.5,14.7,26.0,75.64717577810053,10.0,1011.3,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-08,19.9,15.5,26.7,73.48757572143433,11.7,1013.2,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-09,19.1,13.5,26.8,73.52558146509003,7.5,1014.3,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-10,19.3,13.5,27.0,76.92945116790357,7.2,1013.7,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-11,19.5,14.2,27.3,77.91243061053471,7.8,1013.0,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-12,19.3,13.7,26.8,80.36139513190184,8.5,1013.3,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-13,18.9,13.9,26.3,79.46318280385775,7.6,1013.2,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-14,18.1,12.4,24.9,80.36889432581499,5.2,1012.6,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-15,17.8,12.2,24.8,81.68661030237935,7.8,1011.9,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
Punjab Plains,Chandigarh / Surajpur,CH,Chandigarh,2021-11-16,17.3,12.1,24.7,78.75473550971937,6.2,1012.6,0.0,347,30.7333,76.8833,False,NORMAL,,,,,,,,
