cluster,station_name,state,district,date_of_record,avg_temp,min_temp,max_temp,humidity,relative_humidity_pct,dew_point_c,absolute_humidity_g_m3,wind_speed,air_pressure,rainfall,elevation,latitude,longitude
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-05-19,26.1,23.9,29.6,79.49206713372742,79.49206713372742,22.271966727463372,19.41754683088667,6.5,1011.2,30.0,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-05-20,26.5,23.9,30.6,78.23707808292413,78.23707808292413,22.398508846445285,19.54137585514352,6.5,1010.3,11.5,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-05-21,26.2,23.9,31.3,78.72525227995406,78.72525227995406,22.209747154366216,19.337725903710705,6.3,1011.0,15.5,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-05-22,26.3,23.7,32.1,77.67232455608428,77.67232455608428,22.08554384930801,19.185651622912726,6.5,1011.3,10.0,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-05-23,26.8,23.4,32.1,73.4560120167818,73.4560120167818,21.65346673875496,18.655392381079988,7.4,1011.6,5.8,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-05-24,27.0,24.2,31.7,72.2470599123561,72.2470599123561,21.57421087333132,18.552866295865403,6.8,1011.8,5.4,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-05-25,26.9,24.0,31.4,71.09727321542411,71.09727321542411,21.21625241350806,18.156737069599465,6.7,1012.5,4.8,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-05-26,26.7,23.6,30.5,76.76192209384432,76.76192209384432,22.2791128479598,19.387116507337012,7.2,1012.8,8.0,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-05-27,26.9,24.0,31.0,74.72759147559884,74.72759147559884,22.03106244440865,19.08384342892829,7.7,1010.8,4.6,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-05-28,26.7,24.0,30.9,77.27740531974885,77.27740531974885,22.389207697747604,19.517307793401624,7.8,1009.6,14.1,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-05-29,27.3,24.3,31.5,76.83955927983226,76.83955927983226,22.876286863906312,20.062386926589486,5.7,1008.9,11.4,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-05-30,27.1,24.5,31.7,76.0083861260697,76.0083861260697,22.50352180397931,19.62711580215186,6.6,1009.6,5.8,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-05-31,26.0,24.3,30.1,82.5182388880344,82.5182388880344,22.790063484435983,20.044623088614888,6.4,1009.7,25.2,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-01,25.6,23.9,29.2,79.46848124221358,79.46848124221358,21.781210598814194,18.877032505451947,8.2,1010.3,24.8,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-02,27.0,24.2,31.1,76.11397770251773,76.11397770251773,22.42974470262502,19.54588122027899,7.5,1009.7,9.8,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-03,26.9,23.6,31.9,78.87445365233224,78.87445365233224,22.9204120942337,20.142864159282833,8.5,1009.7,41.0,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-04,26.7,23.6,30.7,79.62943609927972,79.62943609927972,22.88352297427744,20.11134053135028,9.0,1010.0,13.5,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-05,26.6,23.3,31.1,73.93117332771901,73.93117332771901,21.566426801273884,18.56878424761092,8.4,1009.4,5.4,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-06,26.6,22.8,31.0,75.15151835926596,75.15151835926596,21.834449394591662,18.875289914685776,9.1,1009.1,12.8,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-07,25.6,22.5,29.6,79.4119585124111,79.4119585124111,21.76955579691866,18.863606032577426,8.0,1009.8,26.2,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-08,25.6,23.1,30.1,79.50800399878378,79.50800399878378,21.789355746989127,18.88642078554512,8.2,1010.0,30.4,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-09,25.2,22.9,29.7,77.81483606139658,77.81483606139658,21.049479537980652,18.07432895917042,8.4,1009.4,26.7,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-10,25.6,22.8,29.3,75.55702116245514,75.55702116245514,20.956985491406474,17.94789987431069,7.4,1008.4,19.5,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-11,26.0,23.8,31.0,77.01125023767915,77.01125023767915,21.65489379860036,18.706912621969707,7.7,1008.2,30.0,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-12,25.2,23.6,28.3,78.22400798227422,78.22400798227422,21.13494354670048,18.169368777707888,7.3,1008.7,34.1,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-13,25.6,24.0,28.7,77.76621834891505,77.76621834891505,21.426980580101056,18.472675061251145,6.8,1009.0,21.9,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-14,26.2,23.4,29.4,76.5513458654829,76.5513458654829,21.750352528227193,18.803737060666172,8.8,1010.3,6.6,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-15,26.7,24.6,31.0,75.10880089208273,75.10880089208273,21.921622153967796,18.969601514680633,10.3,1009.9,3.8,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-16,27.0,24.2,30.6,72.55688174439193,72.55688174439193,21.644217545668784,18.63242777604569,10.9,1009.8,3.6,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-17,25.7,23.8,28.8,75.37141348114066,75.37141348114066,21.01349626921746,18.00427143455247,7.5,1010.1,6.7,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-18,25.6,22.9,30.0,79.14768035082285,79.14768035082285,21.714965859713544,18.800829100530905,8.6,1009.8,10.9,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-19,25.3,23.2,29.2,78.36721901582685,78.36721901582685,21.261777853399394,18.305086285483934,8.1,1008.5,10.1,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-20,25.3,23.6,28.2,79.10062488014594,79.10062488014594,21.4138577561552,18.476395894236664,6.7,1007.6,16.0,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-21,25.7,23.7,28.5,78.58635686723979,78.58635686723979,21.695528954061743,18.77223783848002,6.2,1008.1,7.4,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-22,25.7,23.6,29.9,79.0698314805119,79.0698314805119,21.795971800062823,18.887727355884977,7.0,1008.5,9.9,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-23,25.7,23.5,29.8,77.17498098821392,77.17498098821392,21.39918304628226,18.435096829063763,7.0,1009.0,4.7,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-24,26.5,23.6,30.2,74.14980097956231,74.14980097956231,21.51838916288338,18.52049138376463,8.1,1008.6,1.9,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-25,25.4,23.4,29.0,79.55346477887426,79.55346477887426,21.60433654388961,18.686679560069045,9.6,1008.6,42.7,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-26,25.1,23.0,27.7,82.25049857277776,82.25049857277776,21.85809169190616,18.99760562776507,8.7,1009.6,33.3,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-27,24.0,23.0,25.9,84.11944638556619,84.11944638556619,21.150264683570715,18.259896323478937,9.3,1010.5,76.0,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-28,25.4,22.7,29.9,82.43478079179282,82.43478079179282,22.187647643653207,19.363485142256618,8.6,1010.8,16.4,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-29,24.6,22.7,28.1,83.3979502620257,83.3979502620257,21.59653164799387,18.727949834065424,8.1,1011.8,34.0,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-06-30,25.4,23.0,29.7,80.58360207529728,80.58360207529728,21.81497894991178,18.928653251782404,7.0,1011.0,9.8,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-01,26.0,23.8,30.4,78.15313225959463,78.15313225959463,21.89598941972901,18.984288812365843,8.1,1010.8,3.1,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-02,24.8,23.1,28.4,83.60345640685276,83.60345640685276,21.83239303082889,18.986938164082538,10.0,1010.8,22.9,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-03,23.9,22.6,27.9,82.31159591152205,82.31159591152205,20.69892515772783,17.76645509684338,12.1,1010.4,48.2,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-04,23.9,22.8,25.8,82.89603397456546,82.89603397456546,20.81392964304931,17.892602482141413,15.3,1009.2,72.9,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-05,24.1,23.5,25.5,81.53812743155737,81.53812743155737,20.740622616504993,17.800117661910566,18.0,1008.1,74.9,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-06,23.7,22.9,24.3,83.58586100452987,83.58586100452987,20.75315608424109,17.8378530136315,10.6,1010.1,78.0,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-07,23.9,22.6,26.0,86.90695753725127,86.90695753725127,21.584548927932417,18.75833582850888,7.8,1011.6,42.4,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-08,24.5,22.5,28.5,83.92234752217735,83.92234752217735,21.60126291158018,18.73966094080115,7.1,1011.9,28.3,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-09,25.8,22.4,29.8,78.38897396507454,78.38897396507454,21.751378696914657,18.830076588229737,8.1,1010.5,4.7,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-10,25.6,23.3,29.7,80.37912238114139,80.37912238114139,21.96798752771999,19.09334722685637,7.3,1009.9,8.5,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-11,25.3,23.3,28.3,80.83211071647509,80.83211071647509,21.76805533741174,18.880837930513298,6.5,1009.6,5.2,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-12,25.5,22.9,29.6,81.29431425179905,81.29431425179905,22.05638695627944,19.20290937525494,8.3,1009.6,8.2,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-13,24.5,22.9,27.1,84.33410881170023,84.33410881170023,21.681354531412126,18.831606259086808,9.3,1010.4,43.4,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-14,25.3,22.8,29.4,84.06410750232486,84.06410750232486,22.411777007366496,19.63577067895546,9.2,1011.3,10.5,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-15,26.2,23.9,29.5,81.64019423585337,81.64019423585337,22.808601696648445,20.053739469065267,9.8,1010.7,2.0,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-16,25.8,24.0,28.8,82.39910263529468,82.39910263529468,22.570993529021507,19.793362955806696,9.2,1010.2,7.0,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-17,25.4,23.3,28.4,85.86231629133131,85.86231629133131,22.858713970696055,20.16859473413508,8.5,1010.1,8.2,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-18,25.1,23.2,27.8,88.03820012416902,88.03820012416902,22.977379003745177,20.334405689435773,11.2,1010.1,12.8,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-19,24.4,22.8,28.5,86.15782758547223,86.15782758547223,21.933852426914193,19.13049456003192,11.9,1009.3,27.1,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-20,25.8,22.8,30.2,81.08929806401908,81.08929806401908,22.307205841258344,19.478730436139813,15.0,1009.0,11.8,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-21,25.8,23.2,29.7,81.49384182063807,81.49384182063807,22.389074768894705,19.575907239650718,13.1,1009.9,8.8,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-22,24.7,22.8,27.8,84.54046791594637,84.54046791594637,21.91723150755449,19.091865806666068,11.6,1011.7,19.2,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-23,24.4,23.0,27.5,88.3680768428398,88.3680768428398,22.34991381140499,19.621258575088337,9.4,1011.5,22.3,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-24,24.1,22.7,27.4,86.93935259351015,86.93935259351015,21.787199229158585,18.979227931298748,6.9,1010.6,20.3,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-25,24.4,22.5,27.7,83.51258485075873,83.51258485075873,21.423430747415292,18.543144540137344,8.4,1010.8,9.3,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-26,24.6,22.3,28.7,82.23662984121233,82.23662984121233,21.36734066524896,18.467162242596622,8.4,1011.7,8.9,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-27,25.1,22.6,28.7,84.2236865226469,84.2236865226469,22.24722871992916,19.453357837800656,8.6,1012.0,14.4,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-28,26.3,23.1,30.2,77.92572213559369,77.92572213559369,22.13903166811191,19.248242741568465,12.6,1011.3,2.4,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-29,26.4,23.4,30.2,77.65160842282361,77.65160842282361,22.1780564426082,19.287581105651753,13.8,1011.1,0.7,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-30,26.1,22.9,29.7,79.72086702826466,79.72086702826466,22.319231117860998,19.473435837516792,12.3,1010.6,1.6,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-07-31,26.2,23.7,29.5,81.42449188544731,81.42449188544731,22.764934290431594,20.00075528917207,12.9,1010.6,3.1,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-01,26.3,23.5,30.2,82.60152901937259,82.60152901937259,23.099635542354235,20.403202406299805,12.7,1011.1,5.1,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-02,26.2,23.9,29.4,83.23439888748794,83.23439888748794,23.128240186893716,20.44533291201927,11.3,1011.8,2.7,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-03,26.3,24.1,30.1,84.45195001412382,84.45195001412382,23.466676657207845,20.860270387255962,13.7,1011.3,5.4,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-04,25.6,23.2,29.4,87.22535370080291,87.22535370080291,23.315688445110062,20.719608722495014,8.3,1012.7,7.4,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-05,26.1,23.2,30.7,83.77866865763696,83.77866865763696,23.13832785573168,20.4646360416357,9.9,1013.3,1.5,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-06,26.2,23.3,30.1,83.74826175961694,83.74826175961694,23.230127543218522,20.571555935579585,10.0,1012.3,0.6,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-07,26.5,23.9,30.0,83.56184772651652,83.56184772651652,23.48656446444864,20.871350433657444,11.4,1010.5,2.7,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-08,25.8,23.6,29.1,88.62561816979647,88.62561816979647,23.776867421014693,21.289054995923312,9.3,1010.6,6.7,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-09,26.2,23.2,30.6,84.06783573295485,84.06783573295485,23.29321607038755,20.65005468564255,9.2,1011.5,1.1,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-10,26.3,23.7,29.6,84.73914906827838,84.73914906827838,23.52301161351085,20.93121072579908,10.6,1011.7,5.2,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-11,26.6,24.1,30.3,81.85638513759085,81.85638513759085,23.242377079321013,20.559305182018342,11.9,1010.8,4.1,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-12,25.9,24.1,29.3,85.96153158388411,85.96153158388411,23.36842968570684,20.76479276245624,11.1,1011.1,8.0,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-13,25.9,23.7,29.4,85.75366929147884,85.75366929147884,23.32830035661654,20.71458172799238,11.6,1010.7,1.6,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-14,26.1,23.7,29.1,89.34137019179197,89.34137019179197,24.206488439671826,21.82343851640329,9.0,1010.9,2.9,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-15,25.8,22.8,29.7,87.88467823999768,87.88467823999768,23.637333835038923,21.111071346952414,7.9,1011.2,1.4,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-16,25.7,21.4,30.1,84.3023715362712,84.3023715362712,22.84993892553796,20.13764515767373,8.0,1011.3,0.6,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-17,26.1,23.5,29.8,84.76517984774684,84.76517984774684,23.33220204184744,20.705611373185796,8.7,1011.6,4.8,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-18,25.7,23.1,29.3,85.37995020498224,85.37995020498224,23.059847101859354,20.395050690454564,8.3,1010.9,7.5,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-19,25.4,22.3,29.8,83.57978961761293,83.57978961761293,22.414500182490773,19.63244153631217,8.8,1010.5,3.6,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-20,26.1,23.6,29.8,80.67194460981268,80.67194460981268,22.514435257462672,19.705755792770283,9.1,1009.7,0.9,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-21,26.7,23.6,30.8,83.19738748553468,83.19738748553468,23.609502462408514,21.012468165091313,10.2,1008.8,0.8,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-22,27.0,24.0,31.2,82.13162780107179,82.13162780107179,23.688244888276042,21.091198882052527,10.0,1008.6,1.9,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-23,26.7,23.4,31.2,80.52943706536189,80.52943706536189,23.06929397468748,20.338646246348134,8.8,1009.2,1.5,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-24,26.6,23.4,30.7,82.79549502756086,82.79549502756086,23.43144234649504,20.79517495314116,7.5,1009.3,1.2,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-25,26.4,23.4,30.7,86.75550379048424,86.75550379048424,24.012121448489314,21.548862279957874,7.6,1009.4,1.2,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-26,26.4,23.0,30.1,82.94096139907552,82.94096139907552,23.26518714924607,20.60138292634776,7.9,1010.3,1.5,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-27,26.7,24.2,30.3,83.39821959306052,83.39821959306052,23.649550434259993,21.063190650417532,7.6,1010.8,2.1,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-28,26.2,23.5,30.5,86.15017162642401,86.15017162642401,23.699232164503535,21.161550547277518,7.8,1010.6,14.2,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-29,25.6,22.6,30.3,86.82524579336969,86.82524579336969,23.239521523423694,20.624566639693846,9.0,1009.9,13.5,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-30,26.3,23.6,30.2,83.8108593750837,83.8108593750837,23.340317189744884,20.701916150664868,9.4,1010.0,3.0,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-08-31,26.4,24.2,30.2,80.79009797102694,80.79009797102694,22.83065562557938,20.067138322040584,6.8,1009.4,3.0,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-09-01,26.1,23.0,31.3,79.81516891217665,79.81516891217665,22.338676973777236,19.496470981942227,7.1,1009.5,10.5,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-09-02,25.3,23.7,28.6,83.13527515890675,83.13527515890675,22.22903241161902,19.4188131754924,7.1,1010.1,11.1,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-09-03,24.9,23.2,29.3,87.00216856467482,87.00216856467482,22.585293572265535,19.87036626563547,8.1,1009.2,24.0,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-09-04,23.9,22.4,25.7,92.5671592581884,92.5671592581884,22.620637575503753,19.98005578911079,8.1,1008.5,26.4,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-09-05,24.0,23.0,26.3,92.1312185666222,92.1312185666222,22.64182743818341,19.999020101384797,7.4,1008.8,17.8,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-09-06,24.2,23.0,26.0,91.55912666033409,91.55912666033409,22.736984977837114,20.10120619052364,8.4,1009.3,18.1,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-09-07,23.6,22.6,25.1,96.25778904774785,96.25778904774785,22.96811438501953,20.425739063604336,8.8,1010.3,39.1,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-09-08,24.1,22.4,27.4,95.84632601291428,95.84632601291428,23.394697154973088,20.923657854710772,8.9,1011.4,18.9,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-09-09,24.7,22.8,27.8,94.70975751987693,94.70975751987693,23.792992481238436,21.38840753695788,8.6,1010.7,17.5,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-09-10,24.4,22.9,27.8,93.94767678847198,93.94767678847198,23.36102638964022,20.86015362848531,9.3,1010.3,31.2,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-09-11,24.1,22.6,27.4,93.94402307742169,93.94402307742169,23.062707535869183,20.508377087945696,9.2,1010.4,58.1,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-09-12,25.3,22.5,29.0,95.39806371014129,95.39806371014129,24.509951677147466,22.283166477166393,9.1,1010.3,18.6,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-09-13,24.9,22.6,28.1,92.99535051746074,92.99535051746074,23.687729933509416,21.23914502670655,7.8,1010.5,21.6,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-09-14,24.7,22.9,28.6,90.96869705568112,90.96869705568112,23.124424410137845,20.543559783949668,7.9,1010.8,15.8,8,10.15,76.4
Kerala-TN Western Ghats,Cochin Int. Airport / K?ladi,KL,Ernakulam,2023-09-15,24.4,22.7,27.8,91.20994347163551,91.20994347163551,22.871677116423605,20.252266988439743,8.2,1011.0,31.0,8,10.15,76.4
